"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"FL","Foot Locker, Inc.","27.63","$2.88B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/fl",
"F","Ford Motor Company","5.3","$21.08B","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/f",
"F^B","Ford Motor Company","19.02","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/f^b",
"F^C","Ford Motor Company","17.49","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/f^c",
"FSCT","ForeScout Technologies, Inc.","20.93","$1.03B","2017","Technology","Computer peripheral equipment","https://old.nasdaq.com/symbol/fsct",
"FRSX","Foresight Autonomous Holdings Ltd.","0.72","$26.6M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/frsx",
"FOR","Forestar Group Inc","14.21","$682.6M","2017","Finance","Real Estate","https://old.nasdaq.com/symbol/for",
"FORM","FormFactor, Inc.","24.36","$1.86B","2003","Technology","Semiconductors","https://old.nasdaq.com/symbol/form",
"FORTY","Formula Systems (1985) Ltd.","67.7","$1.04B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/forty",
"FORR","Forrester Research, Inc.","30.14","$565.43M","1996","Consumer Services","Diversified Commercial Services","https://old.nasdaq.com/symbol/forr",
"FRTA","Forterra, Inc.","8.34","$543.04M","2016","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/frta",
"FTNT","Fortinet, Inc.","144.82","$23.41B","2009","Technology","Computer peripheral equipment","https://old.nasdaq.com/symbol/ftnt",
"FTS","Fortis Inc.","37.03","$17.19B","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/fts",
"FTV","Fortive Corporation","59.11","$19.91B","2016","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/ftv",
"FTV^A","Fortive Corporation","733.45","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftv^a",
"FBIO","Fortress Biotech, Inc.","2.55","$210.31M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/fbio",
"FBIOP","Fortress Biotech, Inc.","18.5","$18.5M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/fbiop",
"FTAI","Fortress Transportation and Infrastructure Investors LLC","9.34","$794.97M","2015","n/a","n/a","https://old.nasdaq.com/symbol/ftai",
"FTAI^A","Fortress Transportation and Infrastructure Investors LLC","18.2","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftai^a",
"FTAI^B","Fortress Transportation and Infrastructure Investors LLC","18.2","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftai^b",
"FVAC.U","Fortress Value Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/fvac.u",
"FSM","Fortuna Silver Mines Inc.","4.2","$675.31M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/fsm",
"FBHS","Fortune Brands Home & Security, Inc.","59.59","$8.22B","n/a","Basic Industries","Homebuilding","https://old.nasdaq.com/symbol/fbhs",
"FET","Forum Energy Technologies, Inc.","0.3477","$38.72M","2012","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/fet",
"FMCI","Forum Merger II Corporation","10.75","$275.74M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/fmci",
"FMCIU","Forum Merger II Corporation","12.24","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/fmciu",
"FMCIW","Forum Merger II Corporation","1.24","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/fmciw",
"FWRD","Forward Air Corporation","45.25","$1.27B","n/a","Transportation","Oil Refining/Marketing","https://old.nasdaq.com/symbol/fwrd",
"FORD","Forward Industries, Inc.","1.09","$10.39M","n/a","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/ford",
"FWP","Forward Pharma A/S","6.22","$42.24M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/fwp",
"FOSL","Fossil Group, Inc.","2.99","$151.24M","1993","Consumer Non-Durables","Consumer Specialties","https://old.nasdaq.com/symbol/fosl",
"FBM","Foundation Building Materials, Inc.","12.67","$547.38M","2017","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/fbm",
"FCPT","Four Corners Property Trust, Inc.","21.85","$1.54B","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/fcpt",
"FEDU","Four Seasons Education (Cayman) Inc.","1.29","$64.41M","2017","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/fedu",
"FOX","Fox Corporation","26.94","$16.26B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/fox",
"FOXA","Fox Corporation","27.57","$16.64B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/foxa",
"FOXF","Fox Factory Holding Corp.","62.7","$2.42B","2013","Consumer Non-Durables","Motor Vehicles","https://old.nasdaq.com/symbol/foxf",
"FRAN","Francesca&#39;s Holdings Corporation","2.55","$7.74M","2011","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/fran",
"FRG","Franchise Group, Inc.","13.19","$463.87M","n/a","Miscellaneous","Multi-Sector Companies","https://old.nasdaq.com/symbol/frg",
"FNV","Franco-Nevada Corporation","148.82","$28.27B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/fnv",
"FC","Franklin Covey Company","18.97","$263.11M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/fc",
"FELE","Franklin Electric Co., Inc.","47.17","$2.18B","n/a","Consumer Durables","Metal Fabrications","https://old.nasdaq.com/symbol/fele",
"FSB","Franklin Financial Network, Inc.","22.55","$336.43M","2015","Finance","Major Banks","https://old.nasdaq.com/symbol/fsb",
"FRAF","Franklin Financial Services Corporation","25.5","$110.69M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fraf",
"FTF","Franklin Limited Duration Income Trust","8.08","$243.52M","2003","n/a","n/a","https://old.nasdaq.com/symbol/ftf",
"BEN","Franklin Resources, Inc.","17.93","$8.88B","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/ben",
"FSP","Franklin Street Properties Corp.","4.91","$526.69M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/fsp",
"FT","Franklin Universal Trust","6.38","$160.34M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ft",
"FI","Frank&#39;s International N.V.","1.98","$446.91M","2013","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/fi",
"FRHC","Freedom Holding Corp.","16.01","$934.07M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/frhc",
"FCX","Freeport-McMoran, Inc.","9.14","$13.27B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/fcx",
"RAIL","Freightcar America, Inc.","1.04","$13.85M","2005","Capital Goods","Railroads","https://old.nasdaq.com/symbol/rail",
"FEIM","Frequency Electronics, Inc.","8.02","$73.04M","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/feim",
"FREQ","Frequency Therapeutics, Inc.","18.06","$560.1M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/freq",
"FMS","Fresenius Medical Care Corporation","39.73","$23.31B","n/a","Health Care","Misc Health and Biotechnology Services","https://old.nasdaq.com/symbol/fms",
"FDP","Fresh Del Monte Produce, Inc.","22.17","$1.06B","1997","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/fdp",
"FRPT","Freshpet, Inc.","72.72","$2.93B","2014","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/frpt",
"FRD","Friedman Industries Inc.","4.4","$30.8M","n/a","Capital Goods","Steel/Iron Ore","https://old.nasdaq.com/symbol/frd",
"RESI","Front Yard Residential Corporation","6.85","$370.67M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/resi",
"FTDR","frontdoor, inc.","43.08","$3.68B","n/a","Finance","Diversified Commercial Services","https://old.nasdaq.com/symbol/ftdr",
"FRO","Frontline Ltd.","7.86","$1.55B","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/fro",
"FRPH","FRP Holdings, Inc.","39.57","$381.85M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/frph",
"FSBW","FS Bancorp, Inc.","39","$166.98M","2012","Finance","Banks","https://old.nasdaq.com/symbol/fsbw",
"FSK","FS KKR Capital Corp.","3.3","$1.63B","2014","n/a","n/a","https://old.nasdaq.com/symbol/fsk",
"HUGE","FSD Pharma Inc.","3.085","$26.83M","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/huge",
"FCN","FTI Consulting, Inc.","117.29","$4.35B","n/a","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/fcn",
"FTSI","FTS International, Inc.","4.08","$21.95M","2018","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/ftsi",
"FTEK","Fuel Tech, Inc.","0.8996","$22.16M","n/a","Capital Goods","Pollution Control Equipment","https://old.nasdaq.com/symbol/ftek",
"FCEL","FuelCell Energy, Inc.","1.96","$413.5M","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/fcel",
"FULC","Fulcrum Therapeutics, Inc.","16.47","$384.96M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/fulc",
"FLGT","Fulgent Genetics, Inc.","17.06","$370.17M","2016","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/flgt",
"FORK","Fuling Global Inc.","1.53","$24.18M","2015","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/fork",
"FLL","Full House Resorts, Inc.","1.87","$50.63M","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/fll",
"FMAX","Full Spectrum Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fmax",
"FULT","Fulton Financial Corporation","10.04","$1.62B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fult",
"FNKO","Funko, Inc.","4.8","$237.54M","2017","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/fnko",
"FUTU","Futu Holdings Limited","14.12","$1.77B","2019","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/futu",
"FTFT","Future FinTech Group Inc.","1.12","$42.72M","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/ftft",
"FF","FutureFuel Corp.","11.99","$524.48M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/ff",
"FFHL","Fuwei Films (Holdings) Co., Ltd.","2.28","$7.45M","2006","Capital Goods","Specialty Chemicals","https://old.nasdaq.com/symbol/ffhl",
"FVCB","FVCBankcorp, Inc.","10.41","$140.05M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fvcb",
"WILC","G. Willi-Food International,  Ltd.","13.04","$172.35M","n/a","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/wilc",
"GTHX","G1 Therapeutics, Inc.","15.77","$595.12M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/gthx",
"GCV","Gabelli Convertible and Income Securities Fund, Inc. (The)","4.89","$92.04M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gcv",
"GAB","Gabelli Equity Trust, Inc. (The)","4.37","$1.11B","1986","n/a","n/a","https://old.nasdaq.com/symbol/gab",
"GAB^G","Gabelli Equity Trust, Inc. (The)","25.05","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gab^g",
"GAB^H","Gabelli Equity Trust, Inc. (The)","25.15","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gab^h",
"GAB^J","Gabelli Equity Trust, Inc. (The)","25.6275","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gab^j",
"GAB^K","Gabelli Equity Trust, Inc. (The)","25.2112","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gab^k",
"GGZ","Gabelli Global Small and Mid Cap Value Trust (The)","8.14","$76.2M","2014","n/a","n/a","https://old.nasdaq.com/symbol/ggz",
"GGZ^A","Gabelli Global Small and Mid Cap Value Trust (The)","25.42","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ggz^a",
"GGT","Gabelli Multi-Media Trust Inc. (The)","6.42","$159.85M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ggt",
"GGT^E","Gabelli Multi-Media Trust Inc. (The)","25.3","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ggt^e",
"GGT^G","Gabelli Multi-Media Trust Inc. (The)","24.96","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ggt^g",
"GUT","Gabelli Utility Trust (The)","6.8","$370.42M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gut",
"GUT^A","Gabelli Utility Trust (The)","26.4475","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gut^a",
"GUT^C","Gabelli Utility Trust (The)","25.85","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gut^c",
"GAIA","Gaia, Inc.","8.38","$157.27M","1999","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/gaia",
"GCAP","GAIN Capital Holdings, Inc.","6.35","$240.05M","2010","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/gcap",
"GLPG","Galapagos NV","219.2","$14.21B","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/glpg",
"GALT","Galectin Therapeutics Inc.","2.7","$153.98M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/galt",
"GRTX","Galera Therapeutics, Inc.","11.32","$281.01M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/grtx",
"GAU","Galiano Gold Inc.","1.2799","$284.64M","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/gau",
"GLEO","Galileo Acquisition Corp.","9.7377","$169.44M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/gleo",
"GLEO.U","Galileo Acquisition Corp.","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/gleo.u",
"GLEO.WS","Galileo Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gleo.ws",
"GLMD","Galmed Pharmaceuticals Ltd.","5.96","$126.07M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/glmd",
"GGN","GAMCO Global Gold, Natural Reources & Income Trust ","3.32","$548.85M","2005","n/a","n/a","https://old.nasdaq.com/symbol/ggn",
"GGN^B","GAMCO Global Gold, Natural Reources & Income Trust ","24.955","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ggn^b",
"GBL","Gamco Investors, Inc.","12.75","$353.05M","1999","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/gbl",
"GNT","GAMCO Natural Resources, Gold & Income Tust ","4.63","$96.8M","2011","n/a","n/a","https://old.nasdaq.com/symbol/gnt",
"GNT^A","GAMCO Natural Resources, Gold & Income Tust ","25.0796","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gnt^a",
"GME","Gamestop Corporation","4.44","$286.74M","2002","Consumer Services","Electronics Distribution","https://old.nasdaq.com/symbol/gme",
"GMDA","Gamida Cell Ltd.","4.35","$146.47M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/gmda",
"GLPI","Gaming and Leisure Properties, Inc.","31.135","$6.7B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/glpi",
"GAN","GAN Limited","14.09","$407.64M","2020","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/gan",
"GCI","Gannett Co., Inc.","1.18","$155.88M","2014","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/gci",
"GPS","Gap, Inc. (The)","7.61","$2.84B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/gps",
"GRMN","Garmin Ltd.","82.05","$15.67B","2000","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/grmn",
"GTX","Garrett Motion Inc.","4.75","$359.04M","2018","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/gtx",
"GARS","Garrison Capital Inc.","2.43","$39M","2013","n/a","n/a","https://old.nasdaq.com/symbol/gars",
"IT","Gartner, Inc.","115.4","$10.29B","1993","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/it",
"GLOG","GasLog LP.","3.7","$298.03M","2012","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/glog",
"GLOG^A","GasLog LP.","19.05","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/glog^a",
"GLOP","GasLog Partners LP","5.2","$260.94M","2014","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/glop",
"GLOP^A","GasLog Partners LP","17.35","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/glop^a",
"GLOP^B","GasLog Partners LP","16","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/glop^b",
"GLOP^C","GasLog Partners LP","16.55","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/glop^c",
"GTES","Gates Industrial Corporation plc","9.14","$2.66B","2018","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/gtes",
"GATX","GATX Corporation","57.45","$2.01B","n/a","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/gatx",
"GMTA","GATX Corporation","25.7","n/a","2016","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/gmta",
"GLIBA","GCI Liberty, Inc.","63.16","$6.68B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/gliba",
"GLIBP","GCI Liberty, Inc.","25.19","$904.2M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/glibp",
"GCP","GCP Applied Technologies Inc.","17.93","$1.31B","2016","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/gcp",
"GDS","GDS Holdings Limited","63.34","$9.63B","2016","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/gds",
"JOB","GEE Group Inc.","0.2898","$4.59M","n/a","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/job",
"GNSS","Genasys Inc.","4.61","$152.72M","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/gnss",
"GNK","Genco Shipping & Trading Limited ","4.7","$196.47M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/gnk",
"GENC","Gencor Industries Inc.","11.05","$161.18M","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/genc",
"GNRC","Generac Holdlings Inc.","110.12","$6.9B","2010","Consumer Durables","Metal Fabrications","https://old.nasdaq.com/symbol/gnrc",
"GAM","General American Investors, Inc.","29.89","$739.87M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gam",
"GAM^B","General American Investors, Inc.","27.17","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gam^b",
"GD","General Dynamics Corporation","136.19","$39.07B","n/a","Capital Goods","Marine Transportation","https://old.nasdaq.com/symbol/gd",
"GE","General Electric Company","6.21","$54.32B","n/a","Energy","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/ge",
"GFN","General Finance Corporation","5.55","$169.97M","n/a","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/gfn",
"GFNCP","General Finance Corporation","95.25","$38.11M","n/a","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/gfncp",
"GFNSL","General Finance Corporation","24.05","n/a","n/a","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/gfnsl",
"GIS","General Mills, Inc.","60.73","$36.81B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/gis",
